0.475657 0.000008 0.238401 -1252.676025 15.089358 10.295993 5.334180 0.575679 -3.728329 -6.812861 -8.333057 -8.537173 -8.039412 -7.044249 -5.431119 -3.590444
0.245359 0.003656 0.134537 -1151.351074 92.274712 12.433908 -16.122694 -24.265387 -27.080425 -23.083080 -13.729742 -7.759981 -12.501265 -20.121462 -18.458548 -13.325103
0.682173 0.000003 0.352113 -1260.830933 4.593721 2.277695 0.587674 -0.443447 -1.489971 -2.215527 -2.097977 -1.666857 -1.587958 -1.567501 -1.127040 -0.515896
0.236221 0.007901 0.128094 -1171.905396 81.102043 18.199661 -3.458259 -13.478393 -19.701508 -22.844807 -22.644197 -18.625937 -20.085922 -24.459223 -21.591972 -15.805591
0.671958 0.000003 0.351846 -1261.863037 2.130186 -0.750231 -0.060229 1.651251 0.373394 -2.139390 -2.194450 -0.543350 -0.097450 -0.951653 -1.329799 -0.763046
0.278844 0.002690 0.152024 -1169.018188 85.328285 20.687933 -7.333411 -18.039278 -18.604420 -20.883574 -19.514454 -12.112028 -8.677167 -9.773302 -11.669734 -13.884733
0.592296 0.000005 0.299176 -1258.755981 5.033639 0.137227 1.159494 3.952267 1.894198 -2.338250 -2.861072 -0.814225 -0.851159 -2.964888 -3.878728 -2.855130
0.363762 0.009227 0.184724 -1205.101807 53.548946 15.968253 0.399267 -6.634923 -11.575339 -15.435588 -15.437270 -14.149245 -16.790337 -20.927305 -19.315825 -13.372784
0.544263 0.000017 0.272497 -1246.368408 19.247402 6.169175 -1.347178 -2.781569 -3.633685 -4.495740 -3.374094 -1.905696 -2.759074 -5.076087 -6.035919 -4.478646
0.116501 0.020112 0.072992 -1110.839844 114.243538 6.354944 -15.781869 -16.644232 -23.861561 -31.169598 -29.991388 -24.436781 -27.939533 -36.049217 -29.545691 -21.574556
0.475852 0.000013 0.232359 -1248.274780 20.682680 13.762156 5.745779 -1.417652 -6.774490 -9.849261 -10.912024 -10.920726 -10.579770 -9.626584 -7.558461 -4.652102
0.579316 0.001242 0.297099 -1242.743774 11.122314 -2.652586 -0.111973 0.843266 -1.614661 -4.567209 -3.962282 -0.764769 -1.608966 -3.947210 -2.834211 -1.685898
0.091842 0.003305 0.062263 -1113.250366 136.557816 32.590618 -12.439603 -30.701347 -33.653419 -33.178524 -24.533236 -8.018538 -1.054132 -6.071411 -16.372801 -25.024975
0.569947 0.000013 0.297081 -1251.949951 16.504005 12.173115 7.287402 2.710729 -1.306871 -4.215830 -5.772392 -6.496844 -6.865581 -6.899192 -6.693700 -6.459448
0.036012 0.008253 0.071552 -921.076355 161.972321 -104.685295 -11.037508 -26.666595 -49.520622 -34.994080 -33.511902 -11.221472 -16.099516 -16.355059 -7.833061 -11.434961
0.063983 0.001279 0.078835 -1032.916260 129.667496 -73.822502 -24.578634 -9.938197 -52.045422 -46.406185 -36.010979 -13.768615 -1.056387 -8.369575 1.334177 0.475402
0.050162 0.002148 0.072244 -1005.825928 143.195938 -77.319443 -22.996113 -14.614608 -48.728661 -39.311161 -38.850872 -15.487535 -3.718642 -11.523609 -0.280559 -4.445555
0.040930 0.011452 0.084060 -880.396301 151.395386 -124.604294 0.988067 -34.728470 -46.392300 -40.033363 -44.787018 -14.000834 -21.190958 -13.835736 5.459288 -4.512114
0.033259 0.004158 0.065360 -966.029541 151.280350 -91.711670 -13.691582 -16.498686 -46.227100 -35.077576 -41.333206 -14.698561 -11.833121 -15.720846 6.194016 -3.252413
0.070239 0.001018 0.074551 -1057.382568 125.678772 -51.432541 -20.137259 -18.240313 -58.779037 -45.797287 -27.367853 -11.375797 -5.978344 -11.080663 1.834970 2.706580
0.103639 0.000414 0.082255 -1112.973267 104.553177 -29.027514 -21.263260 -9.325835 -45.877270 -51.512726 -27.292805 -8.927328 -5.914277 -7.708109 1.087623 5.758153
0.053942 0.002066 0.071438 -1025.360596 130.410843 -76.011574 -25.340164 -18.288773 -51.696842 -39.446777 -36.002872 -17.727158 -9.547815 -13.092420 9.588852 12.731158
0.029079 0.007668 0.076594 -904.712402 143.396912 -122.583519 -2.927951 -34.427246 -47.402905 -37.614246 -46.203712 -17.610554 -17.571230 -9.191357 3.087083 -3.694767
